id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
2759,PROVIDENCE RE LLC,WCP FUND I LLC,4525 RATCLIFF PL # 39-K,WALDORF,2025-01-24,195000,189000
2760,OVER THE RIVER LLC,BAY PRIVATE CAPITAL LLC,28 WENNER DR,BRUNSWICK,2025-01-24,195000,200850
2761,INNOVATIVE HOME SOLUTIONS OF BREVARD LLC,GREEN DOROTHY,4657 JOHN DRAPER RD,SMITHSBURG,2025-01-24,100000,54000
2762,6903 OAKRIDGE AVENUE LLC,FOUNDERS BANK,6903 OAKRIDGE AVE,CHEVY CHASE,2025-01-24,1675000,1927265
2763,HOUSE BUYERS OF AMERICA INC,COMMERCIAL LENDING LLC,19030 MILLS CHOICE RD APT 6,MONTGOMERY VILLAGE,2025-01-24,115000,150000
2764,EAGLES DAB INSVESTMENT SOLUTIONS LLC,PIMLICO GROUP LLC,12509 OLD FORT RD,FORT WASHINGTON,2025-01-24,208000,304000
2765,LONGXIN HOME LLC,CLEAREDGE LENDING LLC,11805 BASSWOOD DR,LAUREL,2025-01-24,545000,381500
2766,SHELTIE INVESTMENTS LLC,FORTY TWO HOLDINGS LLC,2910 JESTERVILLE RD,NANTICOKE,2025-01-24,189000,160000
2767,LFB INVESTMENTS LLC,LOAN FUNDER LLC,606 CLARKE AVE,POCOMOKE CITY,2025-01-24,60000,127484
2768,BAJ ENTERPRISES LLC,MID-ATLANTIC FCU,6 7TH ST # 204N-S,OCEAN CITY,2025-01-24,1100000,825000
2769,PRIME PROPERTY GROUP LLC,CARLOS M LARRAZ LIVING TRUST,1500 E LAFAYETTE AVE,BALTIMORE,2025-01-24,53350,173000
2770,SBO1 LLC,HOUSEMAX FUNDING LLC,1808 N SPRING ST,BALTIMORE,2025-01-24,85000,106800
2771,BOARDWALK HOMES LLC,BPL MORTGAGE LLC,509 E 23RD ST,BALTIMORE,2025-01-24,105000,84000
2772,201 PROPERTY LLC,UNITED EQUITY NETWORK LLC,1500 E LANVALE ST,BALTIMORE,2025-01-24,45000,175000
2773,BDD CONSULTING LLC,MONUMENT CITY CAPITAL LLC,1610 N BOND ST,BALTIMORE,2025-01-24,70000,155000
2774,PI INVESTMENTS REALTY LLC,KIAVI FUNDING INC,3609 LIBERTY HEIGHTS AVE,BALTIMORE,2025-01-24,102800,190400
2775,FOUR CORNERS CAPITAL LLC,RPIP SUB REIT LLC,2506 CHELSEA TER,BALTIMORE,2025-01-24,160000,252000
2776,CHAI ESTATES LLC,EMPORIUM TPO LLC,337 S WOODYEAR ST,BALTIMORE,2025-01-24,200000,160000
2777,CHAI ESTATES LLC,EMPORIUM TPO LLC,1624 W FRANKLIN ST,BALTIMORE,2025-01-24,212000,169600
2778,CHAI ESTATES LLC,EMPORIUM TPO LLC,428 S GILMOR ST,BALTIMORE,2025-01-24,215000,172000
2779,MATALAY PROPERTIES LLC,EMBRACE HOME LOANS INC,320 BUCKEYE CIR,LA PLATA,2025-01-23,423000,338400
2780,MATALAY PROPERTIES LLC,EMBRACE HOME LOANS INC,318 BUCKEYE CIR,LA PLATA,2025-01-23,423000,338400
2781,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,1915 RAMBLEWOOD RD,BALTIMORE,2025-01-23,163500,208500
2782,O & N PROPERTIES LLC,MACHORRO ELVIN,1624 CHERRY ST,CURTIS BAY,2025-01-23,44000,37000
2783,BULLSEYE PROPERTIES LLC,NEW RIVER PRIVATE LENDING LLC,508 E 43RD ST,BALTIMORE,2025-01-23,115000,117500
2784,CHAI ESTATES LLC,EMPORIUM TPO LLC,2007 PENROSE AVE,BALTIMORE,2025-01-23,195000,156000
2785,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,4101 SHANNON DR,BALTIMORE,2025-01-23,130000,173000
2786,FALLSTON RENTALS LLC,KAINE INVESTMENTS LLC,3705 SAINT VICTOR ST,BROOKLYN,2025-01-23,110000,135000
2787,TD DEVELOPMENT LLC,HODGSON DENISE,2879 PELHAM AVE,BALTIMORE,2025-01-23,110000,122500
2788,6053 FALLS ROAD LLC,ROSEDALE FEDERAL S&L ASSN,6024 STANTON AVE,BALTIMORE,2025-01-23,1495000,1050000
2789,2403 SHAWNEE LLC,UNITED EQUITY NETWORK LLC,1507 PILGRIM LN,FINKSBURG,2025-01-23,315000,473000
2790,TD DEVELOPMENT LLC,HODGSON DENISE,630 SHORE DR,JOPPA,2025-01-23,185000,215000
2791,VISIONCRAFT PROPERTIES LLC,KIAVI FUNDING INC,13303 JUSTICE RD,ROCKVILLE,2025-01-23,405000,456400
2792,LLSUCCESS LLC,VELOCITY COMMERCIAL CAP LLC,7701 LANHAM LN,FORT WASHINGTON,2025-01-23,180000,260424
2793,PREXUS PROPERTIES LLC,ABL RPC RESID CR ACQUISITION L,214 E FRANKLIN ST,HAGERSTOWN,2025-01-23,175000,131250
2794,NCA LLC,OWENS MARK,3800 OLD YORK RD,BALTIMORE,2025-01-23,100000,175000
2795,NOVASTAR PROPERTY 1 LLC,COMMERCIAL LENDER LLC,2119 WESTWOOD AVE,BALTIMORE,2025-01-23,47000,140000
2796,GELT VENTURES LLC,HOMETOWN EQUITY MORTGAGE LLC,1704 N MILTON AVE,BALTIMORE,2025-01-23,215000,172000
2797,HARLEM PARK REDEVELOPMENT ASSOCIATION LLC,LOAN FUNDER LLC,610 SCOTT ST,BALTIMORE,2025-01-23,103000,211341
2798,SIMCHO LLC,PIMLICO GROUP LLC,3817 COPLEY RD,BALTIMORE,2025-01-23,210000,270000
2799,LONG ESTATES INC,KIAVI FUNDING INC,1616 GWYNNS FALLS PKWY,BALTIMORE,2025-01-23,86150,163800
2800,ONYX CAPITAL LLC,RCN CAPITAL LLC,916 W LOMBARD ST,BALTIMORE,2025-01-23,147750,118200
2801,GELT VENTURES LLC,DEEPHAVEN MORTGAGE LLC,420 S GILMOR ST,BALTIMORE,2025-01-23,215000,172000
2802,PKIT LLC,APOGEE CAPITAL LLC,333 S LEHIGH ST,BALTIMORE,2025-01-22,144100,160000
2803,2924 RAYSHIRE ROAD LLC,CONSTRUCTION FINANCE CO LLC,2924 RAYSHIRE RD,BALTIMORE,2025-01-22,109000,129000
2804,WCR LLC,OWENS MARK,8230 GREAT BEND RD,GLEN BURNIE,2025-01-22,175000,225000
2805,AJA HOMES LLC,LYNK INVESTMENTS LLC,9821 BALE CT,OWINGS MILLS,2025-01-22,335000,268000
2806,EQUISAFE LLC,MARYLAND HARD MONEY LENDERS II,210 SUDBROOK LN,PIKESVILLE,2025-01-22,475000,507500
2807,TLC HOLDINGS LLC,LUCERO MIRIAM,9864 GREENBRIAR WAY,MIDDLE RIVER,2025-01-22,236000,236000
2808,914 INVESTMENTS LLC,OCMBC INC,15521 KRUHM RD,BURTONSVILLE,2025-01-22,570000,427500
2809,UNIQUE HOUSES LLC,DOMINION FIN'L SERVICES LLC,4505 38TH ST,BRENTWOOD,2025-01-22,160000,234000
2810,AY INVESTMENTS LLC,NEXA MTG LLC,7603 FONTAINEBLEAU DR APT 2329,NEW CARROLLTON,2025-01-22,160000,128000
2811,HORNSBY ENTERPRISES LLC,CALVIN B TAYLOR BKNG CO/BERLI,11642 LONG POINT RD,DEAL ISLAND,2025-01-22,355000,284000
2812,OLANI REALTY LLC,COMMERCIAL LENDER LLC,803 MOHAWK AVE,SALISBURY,2025-01-22,135000,154875
2813,4713 EADS ST NE LLC,KIAVI FUNDING INC,10 N EAST AVE,BALTIMORE,2025-01-22,293000,292500
2814,BROOKLYN18 LLC,PIMLICO GROUP LLC,1704 DARLEY AVE,BALTIMORE,2025-01-22,59900,160000
2815,BROOKLYN18 LLC,PIMLICO GROUP LLC,1512 RUTLAND AVE,BALTIMORE,2025-01-22,57500,160000
2816,GELT VENTURES LLC,DEEPHAVEN MORTGAGE LLC,2005 ETTING ST,BALTIMORE,2025-01-22,190000,152000
2817,GELT VENTURES LLC,DEEPHAVEN MORTGAGE LLC,2689 WILKENS AVE,BALTIMORE,2025-01-21,195000,156000
2818,CN INVESTMENTS GROUP LLC,CONSTRUCTION FINANCE CO LLC,4319 VALLEY VIEW AVE,BALTIMORE,2025-01-21,155000,235000
2819,ADJUTANT RENTALS LIMITED LIABILITY COMPANY,BOSTON STREET CAPITAL INC,1701 LYDONLEA WAY,BALTIMORE,2025-01-21,160000,170000
2820,ALLURE CAPITAL LLC,UNITED EQUITY NETWORK LLC,5512 TRAMORE RD,BALTIMORE,2025-01-21,180500,260000
2821,MARYLAND FAMILY HOME SOLUTIONS LLC,KIAVI FUNDING INC,3661 KENYON AVE,BALTIMORE,2025-01-21,1400,107250
2822,LUXE LIFE CONSULTING LLC,PIMLICO GROUP LLC,678 CHESTNUT SPRINGS LN,GLEN BURNIE,2025-01-21,356000,360000
2823,BROOKVIEW ROAD LLC,QUBERA CAPITAL LLC,18 ROLLWIN RD,WINDSOR MILL,2025-01-21,200000,171200
2824,ATTIKA CONTRACTING LLC,INVESTORS FINANCIAL TRUST LLC,8519 PLEASANT PLAINS RD,TOWSON,2025-01-21,156750,204000
2825,DOMINION PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,4313 LEOLA AVE,HALETHORPE,2025-01-21,304000,320000
2826,TWIN BROOKS PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,1603 WENTWORTH AVE,PARKVILLE,2025-01-21,175000,140000
2827,KONGLOMERATE LLC,AZ PRIVATE MORTGAGE LLC,5661 ARNHEM RD,BALTIMORE,2025-01-21,145000,175000
2828,SEC HOLDINGS LLC,BELTWAY ASSETS LLC,2917 CORNWALL RD,DUNDALK,2025-01-21,142000,210000
2829,REVOLUTIONARY HOME BUYERS LLC,BREEZEBLOCK CAPITAL LLC,1208 KRUEGER AVE,ROSEDALE,2025-01-21,226000,268000
2830,ADELINE DR LLC,UNITED EQUITY NETWORK LLC,198 ADELINE DR,WESTMINSTER,2025-01-21,325000,325000
2831,RUSTED NOISE LLC,HORNBURG FREDERICK,108 JOHN BENNETT RD,SYKESVILLE,2025-01-21,435000,84000
2832,CEDAR HILL-EDGEMOOR LLC,MVB BANK INC,4824 EDGEMOOR LN,BETHESDA,2025-01-21,22017672,12750000
2833,BARG INC,CAPITAL BANK NA,19625 FRAMINGHAM DR,GAITHERSBURG,2025-01-21,315000,236250
2834,TWOPROP LLC,SHARPEDGE CAPITAL LLC,4819 MORGAN DR,CHEVY CHASE,2025-01-21,1555000,1500000
2835,K & A HOME RENOVATION LLC,TRIUST LENDING PARTNERS LLC,7965 18TH AVE # 7965,HYATTSVILLE,2025-01-21,200000,182000
2836,POLLY HOMES LLC,HAYMARKET INSURANCE COMPANY,9216 FOWLER LN,LANHAM,2025-01-21,300000,312000
2837,TICHI PROPERTY LLC,KIAVI FUNDING INC,5907 CROWN ST,CAPITOL HEIGHTS,2025-01-21,150000,120000
2838,LANZAS PROPERTIES LLC,BPL MORTGAGE LLC,2029 REED RD,KNOXVILLE,2025-01-21,525000,367500
2839,406 N PATTERSON PARK AVE LLC,PIMLICO GROUP LLC,406 N PATTERSON PARK AVE,BALTIMORE,2025-01-21,100000,114750
2840,GELT VENTURES LLC,DEEPHAVEN MORTGAGE LLC,1016 E NORTH AVE,BALTIMORE,2025-01-21,340000,262500
2841,REBIRTH DEVELOPMENT LLC,PIMLICO GROUP LLC,4339 PARK HEIGHTS AVE,BALTIMORE,2025-01-21,45000,165000
2842,INTEGRITY ESTATE HOLDINGS LLC,PIMLICO REFINANCE LLC,1709 N CALVERT ST,BALTIMORE,2025-01-20,2000,400000
2843,HAMENI LLC,EQUITY LENDING LLC,1182 WASHINGTON BLVD,BALTIMORE,2025-01-20,36100,120000
2844,CHESSIE HOMES LLC,MORTGAGE FUNDING 05 LLC,921 JACK ST,BROOKLYN,2025-01-19,115000,86250
2845,D KR ROMEROS REMODELING LLC,KAINE INVESTMENTS LLC,3520 ELMORA AVE,BALTIMORE,2025-01-19,120000,185000
2846,AIO LOGISTICS LLC,UNITED WHOLESALE MORTGAGE LLC,1026 W CROSS ST,BALTIMORE,2025-01-17,170000,136000
2847,DREAM HOMEZ LLC,UNITED EQUITY NETWORK LLC,21 W BARNEY ST,BALTIMORE,2025-01-17,180000,220000
2848,BROOKVIEW ROAD LLC,QUBERA CAPITAL LLC,1332 MERIDENE DR,BALTIMORE,2025-01-17,110000,105000
2849,LUCA INVESTMENTS LLC,GREEN LAKE LLC,313 S MOUNT ST,BALTIMORE,2025-01-17,69900,49900
2850,JF REAL ESTATE INVESTMENTS LLC,PIMLICO GROUP LLC,3017 FREDERICK AVE,BALTIMORE,2025-01-17,40000,125000
2851,GOLDEN ESTATE LLC,TRIUST LENDING PARTNERS LLC,507 E COLD SPRING LN,BALTIMORE,2025-01-17,90000,132000
2852,106 SOUTH MONASTERY AVE LLC,BROADVIEW CAPITAL LLC,106 S MONASTERY AVE,BALTIMORE,2025-01-17,125000,147000
2853,PINNACLE INVESTMENT GROUP LLC,UNITED WHOLESALE MORTGAGE LLC,6107 DANVILLE AVE,BALTIMORE,2025-01-17,300700,240560
2854,CLASS2032 LLC,GODDARD INVESTMENT GROUP LLC,5116 HILLBURN AVE,BALTIMORE,2025-01-17,155000,175000
2855,A & F INVEST LLC,PIMLICO GROUP LLC,3708 FAIRHAVEN AVE,CURTIS BAY,2025-01-17,89000,103000
2856,HOMEBROS LLC,PLUS PROPS LLC,1198 KEELING CT,ARNOLD,2025-01-17,410000,330000
2857,K2NC LLC,ABOVE GRADE CAPITAL LLC,8207 ROCKDALE AVE,WINDSOR MILL,2025-01-17,166000,240000
2858,NEX VENTURES REALTY INC,KIAVI FUNDING INC,708 HIDDEN BLUFF CIR,CATONSVILLE,2025-01-17,535500,428400
2859,WINDSOR WOODS INC,HARD MONEY BANKERS LLC,2108 3RD AVE,WINDSOR MILL,2025-01-17,360000,235000
2860,ADJOIN LLC,EQUITY TRUST CO,4100 SPRINGSLEIGH RD,RANDALLSTOWN,2025-01-17,320000,315000
2861,PRIME DEVELOPMENT LLC,CHESAPEAKE BAY MORTGAGE CORP,7819 OVERBROOK RD,TOWSON,2025-01-17,675000,500000
2862,REVOLUTIONARY HOME BUYERS LLC,PIMLICO GROUP LLC,8121 HILLENDALE RD,PARKVILLE,2025-01-17,210000,275000
2863,MILLS KENDIG PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,11 CAMELLIA CT,PARKVILLE,2025-01-17,240000,192000
2864,MCGINLEY RENOVATIONS LLC,GOTTI LISSA,5201 KENWOOD AVE,BALTIMORE,2025-01-17,185000,235000
2865,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,CITY LENDING INC,8712 FOWLER AVE,PARKVILLE,2025-01-17,315000,309294
2866,KOTTARAMKUNNEL PROPERTIES LLC,REMARK PROPERTIES LLC,206 CHESTNUT ST,DUNDALK,2025-01-17,96000,115000
2867,FRENCH CAPITAL LLC,GODDARD INVESTMENT GROUP LLC,615 NORRIS LN,ESSEX,2025-01-17,250000,175000
2868,SSD HOLDINGS LLC,KIAVI FUNDING INC,7603 OLD BATTLE GROVE RD,DUNDALK,2025-01-17,234000,227200
2869,AD HOLDINGS 1 LLC,UNITED EQUITY NETWORK LLC,111 DOWNIN LN,PORT DEPOSIT,2025-01-17,325000,485000
2870,PURA VIDA VENTURES LLC,FEE WILLIAM,14901 NEW WINDSOR RD,NEW WINDSOR,2025-01-17,307500,300000
2871,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY INC,FIDELITY DIRECT MORTGAGE LLC,701 RAINBOW CT,EDGEWOOD,2025-01-17,324000,318131
2872,GREEN ACQUISITIONS LLC,RPIP SUB REIT LLC,6430 DUCKETTS LN # 9-8,ELKRIDGE,2025-01-17,240000,256500
2873,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,2108 CATSKILL ST,TEMPLE HILLS,2025-01-17,250000,250000
2874,CR OF MARYLAND I LLC,MORTGAGE WAREHOUSE LLC,1300 CHAPEL LN,CAPITOL HEIGHTS,2025-01-17,271760,252000
2875,J & S PARTNERS LLC,TRIUST LENDING PARTNERS LLC,919 MENTOR AVE,CAPITOL HEIGHTS,2025-01-17,195000,236300
2876,EZ HOMES LLC,LOAN FUNDER LLC,142 E NORTH AVE,HAGERSTOWN,2025-01-17,84188,94085
2877,HD TELECOMMUNICATIONS LLC,UNITED BANK,14715 PENNSYLVANIA AVE,HAGERSTOWN,2025-01-17,130000,139187
2878,TIA HOLDINGS LLC,UNITED BANK,939 ROSE HILL AVE,HAGERSTOWN,2025-01-17,160000,144000
2879,ZULIMA LLC INC,FRAENKEL MARION,1613 CLIFTVIEW AVE,BALTIMORE,2025-01-17,95000,75000
2880,ROYAL ACCOMMODATIONS LLC,PIMLICO GROUP LLC,1645 NORMAL AVE,BALTIMORE,2025-01-17,35000,93000
2881,CASHANDY PROPERTIES LLC,UNITED EQUITY NETWORK LLC,905 N HILL RD,BALTIMORE,2025-01-17,70000,155000
2882,INVERSIONES ALEMAN LLC,AZ PRIVATE MORTGAGE LLC,3714 NORTONIA RD,BALTIMORE,2025-01-17,217000,280000
2883,ABP INVESTMENTS LLC,EQUITY TRUST CO,3918 CARLISLE AVE,BALTIMORE,2025-01-17,130000,225000
2884,GELT VENTURES LLC,DEEPHAVEN MORTGAGE LLC,511 CUMBERLAND ST,BALTIMORE,2025-01-17,190000,152000
2885,408 N LOUDON LLC,PIMLICO GROUP LLC,408 N LOUDON AVE,BALTIMORE,2025-01-17,110000,122000
2886,GOOD CHOICE CONTRACTING LLC,PIMLICO GROUP LLC,3324 EDMONDSON AVE,BALTIMORE,2025-01-17,60000,147000
2887,DOMINION PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,719 OLDHAM ST,BALTIMORE,2025-01-16,100000,210000
2888,109 UPMANOR LLC,PIMLICO GROUP LLC,109 UPMANOR RD,BALTIMORE,2025-01-16,130000,136000
2889,3418 NOBLE LLC,WARD MARC,3418 NOBLE ST,BALTIMORE,2025-01-16,129900,125000
2890,MAXIMUS HOUSING LLC,EASTERN SAVINGS BANK FSB,4408 FAIRHAVEN AVE,CURTIS BAY,2025-01-16,110000,82500
2891,SILVER RIVER VENTURES LLC,KILLARNEY HOLDINGS LLC,7662 BETH NOELLE CT,PASADENA,2025-01-16,252500,252500
2892,CASHFLOW CAPITAL LLC,BELTWAY ASSETS LLC,917 1ST ST,BROOKLYN,2025-01-16,100000,135000
2893,IEB PROPERTIES LLC,FARMERS & MERCHANTS BANK,2974 SOLLERS POINT RD,DUNDALK,2025-01-16,150000,225000
2894,INFINITY SOLUTIONS LLC,KIAVI FUNDING INC,643 UNIVERSITY DR,WALDORF,2025-01-16,262500,279200
2895,3447 IRIS LLC,RPIP SUB REIT LLC,3447 IRIS PL UNIT G,WALDORF,2025-01-16,240000,245000
2896,TICHI PROPERTY LLC,KIAVI FUNDING INC,408 GARNETT RD,JOPPA,2025-01-16,246000,221400
2897,SURESERVICE LLC,NQM FUNDING LLC,18050 CHALET DR # 14-203,GERMANTOWN,2025-01-16,280000,182000
2898,JOHNNY MERCER LLC,PIEDMONT REALTY CAPITAL LLC,3505 56TH PL,HYATTSVILLE,2025-01-16,275000,275000
2899,ML REALTY INC,LAKEWOOD COMM'L FUNDING LLC,16000 POND MEADOW LN,BOWIE,2025-01-16,300000,350000
2900,VENUS PROPERTIES LLC,FUNDING FLIPS LLC,9900 QUIET GLEN CT,SPRINGDALE,2025-01-16,344000,295324
2901,824 CONCORD LLC,GAVISH YOVAV,824 CONCORD ST,HAGERSTOWN,2025-01-16,83000,125000
2902,RAM HOMES LLC,MIDDLETOWN VALLEY BANK,17930 GOLF VIEW DR,HAGERSTOWN,2025-01-16,245000,196000
2903,THORNTON COMPANY LLC,HEBRON SAVINGS BANK,305 LEMMON HILL LN,SALISBURY,2025-01-16,150000,213750
2904,FOUR LITTLE BIRDS ESTATE 1 LLC,KIAVI FUNDING INC,1422 BERRY ST,BALTIMORE,2025-01-16,155000,192100
2905,RISAN UNLIMITED LLC,RBI PRIVATE LENDING LLC,3028 W MOSHER ST,BALTIMORE,2025-01-16,100000,106575
2906,DOBBINS DEVELOPMENT LLC,KIAVI FUNDING INC,1605 GWYNNS FALLS PKWY,BALTIMORE,2025-01-16,85000,179300
2907,ROVI INC,TODOROV NIKOLAII,2814 MAUDLIN AVE,BALTIMORE,2025-01-15,90000,120000
2908,ROYAL 21 AC MD LLC,LENDINGONE LLC,507 WASHBURN AVE,BROOKLYN,2025-01-15,122600,148210
2909,WILLIAM AND MASON LLC,YAZDANI SHAHRAD,4603 PENNINGTON AVE,CURTIS BAY,2025-01-15,165000,140250
2910,DBC CHS 6 LLC,RFLF 7 LLC,317 OLD RIVERSIDE RD,BROOKLYN,2025-01-15,140000,176000
2911,DINGO PROPERTIES LLC,STROY LLC,7813 MAIN FALLS CIR,CATONSVILLE,2025-01-15,351000,363762
2912,KINUST HOMES LLC,HOMEXPRESS MORTGAGE CORP,54 OJIBWAY RD,RANDALLSTOWN,2025-01-15,285000,228000
2913,MOCA CONSULTING LLC,BRRRR FUNDER LLC,119 WIMBLEDON LN,OWINGS MILLS,2025-01-15,265000,212000
2914,MOCA CONSULTING LLC,BRRRR FUNDER LLC,419 WOODHILL DR,OWINGS MILLS,2025-01-15,295000,236000
2915,NESTIFY MD LLC,RPIP SUB REIT LLC,2924 PUTTY HILL AVE,PARKVILLE,2025-01-15,159900,212500
2916,REI EQUITIES LLC,450 EAST MAIN LLC,1932 MERRITT BLVD,DUNDALK,2025-01-15,141219,100000
2917,TD DEVELOPMENT LLC,LAKEWOOD COMM'L FUNDING LLC,1100 BRADLEY DR,WESTMINSTER,2025-01-15,420000,505000
2918,LINWOOD WILLIAM PROPERTIES LLC,SIGNATURE HOLDINGS,82 LIBERTY ST,WESTMINSTER,2025-01-15,165000,175000
2919,C & K GUERRA LLC,HIGHLAND INVESTORS CAPITAL LLC,536 PLEASANTWIND DR,ABERDEEN,2025-01-15,300000,385000
2920,ADVANCEPRO LLC,CONSTRUCTION FINANCE CO LLC,9914 WALKER HOUSE RD # 9914-3,MONTGOMERY VILLAGE,2025-01-15,167500,134000
2921,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,3404 PAULINE DR,CHEVY CHASE,2025-01-15,900000,1250000
2922,ERB PROPERTIES LLC,CORNERSTONE CAPITAL LLC,7904 ROCTON AVE,CHEVY CHASE,2025-01-15,900000,1200000
2923,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,101 SWAN CREEK RD,FORT WASHINGTON,2025-01-15,388000,441800
2924,LIGHTHOUSE ASSETS LLC,FLATN INC,5503 FRAZIER TER,TEMPLE HILLS,2025-01-15,220000,240000
2925,DC WILL LLC,FIRST EQUITY FUNDING LP,1007 59TH AVE,FAIRMOUNT HEIGHTS,2025-01-15,465000,232500
2926,COLQUE LLC,RFLF 4 LLC,9402 UTICA PL,SPRINGDALE,2025-01-15,425000,418225
2927,BT WATERFRONT LLC,MANUFACTURERS & TRADERS TR CO/,11450 GUM POINT RD UNIT 1S,BERLIN,2025-01-15,2700000,2520000
2928,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,1820 CHILTON ST,BALTIMORE,2025-01-15,139000,178000
2929,BATCHAM SERVICES LLC,KAINE INVESTMENTS LLC,2450 LAURETTA AVE,BALTIMORE,2025-01-15,100000,150000
2930,TKZ1 LLC,UNITED EQUITY NETWORK LLC,1826 E 29TH ST,BALTIMORE,2025-01-15,97000,127000
2931,KHAN INVESTMENTS LLC,PARSLEY CHRISTOPHER,3333 EDMONDSON AVE,BALTIMORE,2025-01-15,73185,75000
2932,PHILOTES LLC,NATIONAL LOAN FUNDING LLC,79 S MORLEY ST,BALTIMORE,2025-01-15,1600,186750
2933,SHELBY COMPANY LLC,BREEZEBLOCK CAPITAL LLC,4230 PARK HEIGHTS AVE,BALTIMORE,2025-01-15,90000,135000
2934,MD HOMES 1 LLC,SOCHACZEWSKI MORRIS,503 N EDGEWOOD ST,BALTIMORE,2025-01-15,111500,145000
2935,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,1801 RAMBLEWOOD RD,BALTIMORE,2025-01-14,165000,208000
2936,GAURI REALTY LLC,WESBANCO BANK INC,403 WALTON AVE,BROOKLYN,2025-01-14,273225,233757
2937,PORTILLOS INVESTMENTS LLC,KIAVI FUNDING INC,8337 PHILADELPHIA RD,ROSEDALE,2025-01-14,255000,284900
2938,EMANUEL EQUITY AND INVESTMENTS LLC,SAAB A,1915 MERRITT BLVD,DUNDALK,2025-01-14,126000,171000
2939,THU LLC,OWENS MARK,223 GERMAN HILL RD,DUNDALK,2025-01-14,102500,180000
2940,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,5838 WOODBINE RD,WOODBINE,2025-01-14,357500,363875
2941,KONGLOMERATE LLC,AZ PRIVATE MORTGAGE LLC,6749 ELDORADO RD,FEDERALSBURG,2025-01-14,165000,250000
2942,FORTY FIVE SMITH LLC,BOSTON STREET CAPITAL INC,45 SMITH AVE,ABERDEEN,2025-01-14,136000,230000
2943,DBC CHS 6 LLC,RFLF 7 LLC,159 W DEEN AVE,ABERDEEN,2025-01-14,131100,157990
2944,9331 E PARKHILL DR LLC,WCP FUND I LLC,9331 E PARKHILL DR,BETHESDA,2025-01-14,820000,895500
2945,CAMI INVESTMENTS LLC,GUNSTON INVESTMENT LLC,4908 STAN HAVEN RD,TEMPLE HILLS,2025-01-14,360000,290000
2946,IRES MD LLC,COMMERCIAL LENDING LLC,8520 TOPAZ CT,CLINTON,2025-01-14,395000,415000
2947,A & E MEDICAL SPECIALTIES INC,BADWAL KEWAL,155 POTOMAC PSGE UNIT 514,OXON HILL,2025-01-14,505000,242000
2948,TRI STAR MD LLC,LENDINGONE LLC,1256 DOCKSIDE CIR,BALTIMORE,2025-01-14,565000,551250
2949,2774 ALAMEDA LLC,SOCHACZEWSKI MORRIS,419 N PORT ST,BALTIMORE,2025-01-14,105000,110000
2950,MEJIAS REALTY CO,PIMLICO GROUP LLC,3503 MILFORD AVE,GWYNN OAK,2025-01-13,140000,235000
2951,6512 ROSEMONT LLC,PIMLICO GROUP LLC,6512 ROSEMONT AVE,BALTIMORE,2025-01-13,80000,123250
2952,CEO LAND DEVELOPMENT LLC,KILTEEL ESTATES LLC,TERRY GLASS DR,DELMAR,2025-01-13,1660000,1660000
2953,PENINSULA HOME BUYERS LLC,BAY PRIVATE CAPITAL LLC,6505 CORKLEY RD,ROSEDALE,2025-01-13,225000,262650
2954,IRON GATE PROPERTIES LLC,LENDSURE MORTGAGE CORP,11855 OAK MANOR DR # 27,WALDORF,2025-01-13,209000,167200
2955,DARS SERVICES LLC,KIAVI FUNDING INC,5713 YEAGERTOWN RD,NEW MARKET,2025-01-13,400000,414600
2956,ROSS ADAM LLC,PIMLICO GROUP LLC,4965 BRISTLE CONE CIR,ABERDEEN,2025-01-13,250000,220000
2957,J TEELAN LLC,EMPORIUM TPO LLC,18404 GEORGIA AVE,OLNEY,2025-01-13,735000,514500
2958,KEHOE GROUP 3804 RAYMOND ST LLC,OLD DOMINION NATIONAL BANK,3804 RAYMOND ST,CHEVY CHASE,2025-01-13,1450000,2548500
2959,VR CREATIVE PROPERTIES LLC,EASY STREET CAPITAL LLC,4118 BYERS ST,CAPITOL HEIGHTS,2025-01-13,233500,260950
2960,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,12602 KING ARTHUR CT,GLENN DALE,2025-01-13,315000,364920
2961,ORACLE FIELDS INC,FUNDING FLIPS LLC,5757 FALKLAND PL,CAPITOL HEIGHTS,2025-01-13,215000,180000
2962,BAYSHORE REALTY 144 LLC,SHORE UNITED BANK NA,38 S AURORA ST,EASTON,2025-01-13,275000,206250
2963,EW PROPERTY INDUSTRIES LLC,KIAVI FUNDING INC,3030 WINDSOR AVE,BALTIMORE,2025-01-13,180000,144000
