id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
2964,WDS PROPERTY MANAGEMENT LLC,RIVER HOLDINGS LLC,2805 E FEDERAL ST,BALTIMORE,2025-01-13,113000,173000
2965,BUILD IT BETTER LLC,JLO HOLDINGS LLC,2549 EDMONDSON AVE,BALTIMORE,2025-01-13,122500,110000
2966,BROOKLYN18 LLC,PIMLICO GROUP LLC,2617 SHIRLEY AVE,BALTIMORE,2025-01-13,56100,96000
2967,BUILD IT BETTER LLC,GUPTA ANUJ,947 BENNETT PL,BALTIMORE,2025-01-13,75000,150000
2968,DIAMOND IN THE RUFF INC,LANDSHARK LLC,3721 INA AVE,BALTIMORE,2025-01-11,100000,100000
2969,ENDURANCE PROPERTIES LLC,MD PRIVATE LENDER LLC,2911 MARKLEY AVE,BALTIMORE,2025-01-11,205000,285000
2970,ENDURANCE PROPERTIES LLC,MD PRIVATE LENDER LLC,2909 MARKLEY AVE,BALTIMORE,2025-01-11,205000,285000
2971,113 MARYLAND AVE LLC,MILLS LARRY,402 BAYLY AVE,CAMBRIDGE,2025-01-11,110000,100000
2972,TJH INVESTMENTS LLC,GEMMA ENTERPRISES LLC,503 LYNDHURST ST,BALTIMORE,2025-01-10,100000,180000
2973,HOME PURCHASE LLC,BROADVIEW CAPITAL LLC,524 N EDGEWOOD ST,BALTIMORE,2025-01-10,31000,111000
2974,MHQ PROPERTY HOLDINGS LLC,CROSSCOUNTRY MORTGAGE LLC,217 PENN ST,BALTIMORE,2025-01-10,235000,188000
2975,CGOP LLC,RFLF 7 LLC,1008 WALNUT AVE,BALTIMORE,2025-01-10,138000,210000
2976,YOGI BERRA 3 LLC,HARD MONEY BANKERS LLC,1217 HAVERHILL RD,BALTIMORE,2025-01-10,167000,110000
2977,PARK PLACE GLOBAL LLC,NFM INC,2735 RITTENHOUSE AVE,BALTIMORE,2025-01-10,145000,116000
2978,COTS C LLC,KILLARNEY HOLDINGS LLC,609 MAUDE AVE,BROOKLYN,2025-01-10,126000,150000
2979,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,3910 LYNDALE AVE,BALTIMORE,2025-01-10,105000,135000
2980,EZ HOME INVESTMENT LLC,BLUE HORIZON ENTERPRISES LLC,2905 GOODWOOD RD,BALTIMORE,2025-01-10,190000,152000
2981,DMV BUILD LLC,PIMLICO GROUP LLC,408 MCBRIDE LN,SEVERNA PARK,2025-01-10,255000,440000
2982,C & K GUERRA LLC,HIGHLAND INVESTORS CAPITAL LLC,1831 DREW ST,ANNAPOLIS,2025-01-10,350000,420000
2983,TOWNE POINT PROPERTIES LLC,QUEENSTOWN BK/MD,1195 CEDAR AVE,SHADY SIDE,2025-01-10,120000,90000
2984,SKYBLUE DEVELOPERS LLC,AZ PRIVATE MORTGAGE LLC,9100 FIELD RD,PIKESVILLE,2025-01-10,355000,265000
2985,LAU INVESTMENT GROUP LLC,EQUITY TRUST CO,7022 ROCKRIDGE RD,PIKESVILLE,2025-01-10,210000,260000
2986,MOCA CONSULTING LLC,BRRRR FUNDER LLC,341 KENDIG DR,OWINGS MILLS,2025-01-10,303000,242400
2987,OMAR B PROPERTIES LLC,LAKEWOOD COMM'L FUNDING LLC,304 CHURCH RD # A,REISTERSTOWN,2025-01-10,235000,371000
2988,COLLIERS INTERNATIONAL PROPERTIES LLC,RCN CAPITAL LLC,1036 UPPER GLENCOE RD,SPARKS GLENCOE,2025-01-10,805000,644000
2989,SMILEY PROPERTIES LLC,KAINE INVESTMENTS LLC,1432 DARTMOUTH AVE,PARKVILLE,2025-01-10,196000,230000
2990,3534 POOLE ST LLC,KILLARNEY HOLDINGS LLC,12 MAPLE AVE,BALTIMORE,2025-01-10,205000,225000
2991,DML INVESTMENTS LLC,BELTWAY ASSETS LLC,2944 CORNWALL RD,DUNDALK,2025-01-10,170000,210000
2992,LUCAS CAPITAL LLC,BELTWAY ASSETS LLC,1017 ELTON AVE,BALTIMORE,2025-01-10,180000,205000
2993,FS RENOVATION MANAGEMENT LLC,AMJM LLC,4514 RASPE AVE,BALTIMORE,2025-01-10,190000,265000
2994,TS HOMES LLC,LIMA ONE CAPITAL LLC,402 ELM AVE,TAKOMA PARK,2025-01-10,610000,612500
2995,GRACE WORKS INVESTMENTS INC,MORTGAGE FUNDING 05 LLC,1403 PEARTREE LN,BOWIE,2025-01-10,600000,390000
2996,BUTTS PROPERTIES LLC,ANCHOR LOANS LP,308 DOMINION RD,CHESTER,2025-01-10,242500,259500
2997,THINKTANK INVESTMENTS THREE LLC,LYNK INVESTMENTS LLC,27700 EQUESTRIAN DR,SALISBURY,2025-01-10,350000,280000
2998,SEOS PROPERTIES LLC,CFG BANK,11700 COASTAL HWY # T812,OCEAN CITY,2025-01-10,730000,547500
2999,ALPHA REAL ESTATE LLC,CAV CAPITAL LLC,3115 BELAIR RD,BALTIMORE,2025-01-10,95000,160000
3000,A & B HOME IMPROVEMENTS LLC,AZ PRIVATE MORTGAGE LLC,3202 AVON AVE,BALTIMORE,2025-01-10,119000,185000
3001,BUILD IT BETTER LLC,GUPTA ANUJ,1609 COLE ST,BALTIMORE,2025-01-10,55000,135000
3002,BUILD IT BETTER LLC,MONUMENT CITY CAPITAL LLC,178 COLLINS AVE,BALTIMORE,2025-01-10,96500,151500
3003,CHR PROPERTIES LLC,LYNK INVESTMENTS LLC,3706 DOLFIELD AVE,BALTIMORE,2025-01-10,125000,200500
3004,TYLINOS CARIBBEAN & AMERICAN CUISINE LLC,VELOCITY COMMERCIAL CAP LLC,4532 REISTERSTOWN RD,BALTIMORE,2025-01-10,177500,131250
3005,ELEVEN9 INVESTMENTS LLC,OCMBC INC,3044 BRIGHTON ST,BALTIMORE,2025-01-10,125000,100000
3006,TOWNE POINT PROPERTIES LLC,QUEENSTOWN BK/MD,807 HILLSIDE AVE,EDGEWATER,2025-01-09,110000,82500
3007,TD PROPERTIES 4 LLC,CHANTELOUP DANIEL,6512 CLEVELAND AVE,DUNDALK,2025-01-09,235000,265000
3008,DECORATIVE WOOD DESIGN LLC,PURDY INVESTMENTS LLC,3506 W LEXINGTON ST,BALTIMORE,2025-01-09,92400,92400
3009,JSS REAL ESTATE INVESTMENTS LLC,KIAVI FUNDING INC,315 IMLA ST,BALTIMORE,2025-01-09,188000,94000
3010,AARON 72 LLC,UNITED WHOLESALE MORTGAGE LLC,2712 WOODVIEW RD,BROOKLYN,2025-01-09,150000,120000
3011,DECORATIVE WOOD DESIGN LLC,PURDY INVESTMENTS LLC,5503 GERLAND AVE,BALTIMORE,2025-01-09,170768,138000
3012,CZ PROPERTIES LLC,KAINE INVESTMENTS LLC,4238 NICHOLAS AVE,BALTIMORE,2025-01-09,127500,161000
3013,CHARM ACQUISITIONS LLC,PIMLICO REFINANCE LLC,3023 SPAULDING AVE,BALTIMORE,2025-01-09,270000,216000
3014,TABOR PLACE INC,INFINITY CAPITAL INCOME FUND I,48 E LAKE DR,ANNAPOLIS,2025-01-09,2350000,1762500
3015,TABOR PLACE INC,INFINITY CAPITAL INCOME FUND I,49 E LAKE DR,ANNAPOLIS,2025-01-09,2350000,1762500
3016,TABOR PLACE INC,INFINITY CAPITAL INCOME FUND I,45 E LAKE DR,ANNAPOLIS,2025-01-09,2350000,1762500
3017,PE HOME BUYERS LLC,RFLF 4 LLC,221 W PASADENA RD,MILLERSVILLE,2025-01-09,361000,500000
3018,CGOP LLC,RFLF 4 LLC,12 EDMONDSON RIDGE RD # 1,CATONSVILLE,2025-01-09,210000,279000
3019,429 MARLYN LLC,MAINES TIMOTHY,8206 N BOUNDARY RD,DUNDALK,2025-01-09,110000,168000
3020,ROVI INC,PIMLICO GROUP LLC,7909 HIGHPOINT RD,PARKVILLE,2025-01-09,203000,210000
3021,KHB PROPERTIES LIMITED LIABILITY COMPANY,BPL MORTGAGE LLC,1111 ELM RIDGE AVE,BALTIMORE,2025-01-09,330000,264000
3022,KHB PROPERTIES LIMITED LIABILITY COMPANY,BPL MORTGAGE LLC,1111 ELM RIDGE AVE,BALTIMORE,2025-01-09,330000,264000
3023,SOLID HOME BUILDER LLC,HIGHLAND INVESTORS CAPITAL LLC,1820 PORTSHIP RD,DUNDALK,2025-01-09,205000,245000
3024,FORT CAPITAL INVESTMENTS LLC,KIAVI FUNDING INC,14340 TRIADELPHIA MILL RD,DAYTON,2025-01-09,619125,637300
3025,LAMA PROPERTIES LLC,IDEAL HOUSE LLC,3809 40TH PL,BRENTWOOD,2025-01-09,255000,276000
3026,BEYOND YOUR REACH CONSULTING SERVICES LLC,WCP FUND I LLC,3902 THORNWOOD RD,HYATTSVILLE,2025-01-09,290000,310250
3027,4NINETEEN VENTURES LLC,CONSTRUCTION FINANCE CO LLC,12200 HUNTERTON ST,UPPER MARLBORO,2025-01-09,369000,494750
3028,CGOP LLC,RFLF 7 LLC,312 BROCKTON RD,OXON HILL,2025-01-09,273750,316375
3029,OS CONSULT LLC,KIAVI FUNDING INC,5804 MENTANA ST,NEW CARROLLTON,2025-01-09,301250,305100
3030,HOPKINS CARE COMMUNITY GROUP LLC,LIMA ONE CAPITAL LLC,1911 EASTERN AVE,BALTIMORE,2025-01-09,158000,267750
3031,4635 PANACEA LLC,J SQUARED REAL ESTATE SERVICES,2044 RUXTON AVE,BALTIMORE,2025-01-09,70000,170000
3032,937 MONTPELIER LLC,WARD MARC,937 MONTPELIER ST,BALTIMORE,2025-01-09,95000,120000
3033,DERBY HOMES LLC,BELTWAY ASSETS LLC,1221 ASHBURTON ST,BALTIMORE,2025-01-09,50000,130000
3034,LAND DOMINION INVESTMENTS LLC,MONUMENT CITY CAPITAL LLC,1221 POPLAR GROVE ST,BALTIMORE,2025-01-09,71500,91000
3035,PROPERTY BUYERS USA LLC,BPC INVESTMENTS LLC,2718 AUCHENTOROLY TER,BALTIMORE,2025-01-09,62351,140000
3036,INFINITE PROPERTIES LLC,PIMLICO GROUP LLC,2312 W LANVALE ST,BALTIMORE,2025-01-09,51000,120000
3037,TLC INVESTMENT SOLUTIONS LLC,RPIP SUB REIT LLC,2928 EDGECOMBE CIR S,BALTIMORE,2025-01-08,86500,135000
3038,MORPHIX HOMES INC,HG CONSULTING LLC,2210 WALSHIRE AVE,BALTIMORE,2025-01-08,133000,183000
3039,ROVI INC,PIMLICO GROUP LLC,4115 PASCAL AVE,CURTIS BAY,2025-01-08,134000,130000
3040,MONUMENTAL DEVELOPMENT LLC,BOARDWALK 2001 LLC,3708 MOHAWK AVE,GWYNN OAK,2025-01-08,200000,275000
3041,ZAHAV VENTURES LLC,LENDZ FINANCIAL,2217 ASHTON ST,BALTIMORE,2025-01-08,199000,149250
3042,YSK MAZEL LLC,RPIP SUB REIT LLC,611 SPRINGFIELD AVE,BALTIMORE,2025-01-08,115000,112500
3043,GREEN ACQUISITIONS LLC,KAINE INVESTMENTS LLC,3507 MILFORD AVE,GWYNN OAK,2025-01-08,180000,245000
3044,LIONBADGER LLC,RPIP SUB REIT LLC,956 BLUE FOX WAY,ARNOLD,2025-01-08,367000,375000
3045,MONUMENTAL GROUP LLC,TRIUST LENDING PARTNERS LLC,9017 AMBER OAKS WAY,OWINGS MILLS,2025-01-08,695000,472600
3046,HOMERUN REMODELING LLC,GOLDBERG JAY,6700 PARSONS AVE,BALTIMORE,2025-01-08,227000,210000
3047,DW REAL ESTATE INVESTMENT LLC,FORESITE INVESTMENTS LLC,3405 WOODVALLEY DR,PIKESVILLE,2025-01-08,580000,685000
3048,METRO AREA INVESTMENTS LLC,TONI LARIOS LLC,9613 HARDING AVE,PARKVILLE,2025-01-08,183750,330000
3049,ASB HARLEM PARK ASSETS LLC,CONSTRUCTION FINANCE CO LLC,5626 WHITBY RD,BALTIMORE,2025-01-08,95000,170000
3050,GREEN ACQUISITIONS LLC,KAINE INVESTMENTS LLC,3 E ORVILLE RD,ESSEX,2025-01-08,150000,215000
3051,LTT INVESTMENTS LLC,HAR-CO CREDIT UNION,72 STEMMERS RUN RD,ESSEX,2025-01-08,105000,117613
3052,WONDER CITY LLC,DOMINION FIN'L SERVICES LLC,3081 HEATHCOTE RD,WALDORF,2025-01-08,193000,193000
3053,CARLOS CONTRACTOR LLC,RIVER HOLDINGS LLC,919 N ANGEL VALLEY CT,EDGEWOOD,2025-01-08,155000,150000
3054,LTT INVESTMENTS LLC,HAR-CO CREDIT UNION,3340 CEDAR CHURCH RD,DARLINGTON,2025-01-08,113250,97736
3055,ERA PROPERTIES LLC,CONSTRUCTION FINANCE CO LLC,4104 LIMEKILN DR,FORT WASHINGTON,2025-01-08,250000,323500
3056,HAMENI LLC,EQUITY LENDING LLC,2026 BANK ST,BALTIMORE,2025-01-08,196000,200000
3057,3713 WOODRIDGE LLC,PIMLICO GROUP LLC,3713 WOODRIDGE RD,BALTIMORE,2025-01-08,125000,130000
3058,JERF HOLDINGS LLC,COMMERCIAL LENDER LLC,29 S HILTON ST,BALTIMORE,2025-01-07,77500,99750
3059,4204 W ROGERS LLC,WARD MARC,4204 W ROGERS AVE,BALTIMORE,2025-01-07,107500,115000
3060,AMAYA DEVELOPMENTS LLC,KAINE INVESTMENTS LLC,4008 FRANKFORD AVE # 1,BALTIMORE,2025-01-07,115000,210000
3061,BROOKLYN18 LLC,PIMLICO GROUP LLC,1009 VERONICA AVE,BROOKLYN,2025-01-07,60000,118000
3062,STREAMLINE DEVELOPMENT LLC,STROY LLC,13 VAN YERRELL CT,GWYNN OAK,2025-01-07,260100,248571
3063,GREEN ACQUISITIONS LLC,PIMLICO GROUP LLC,4500 KENWOOD AVE,BALTIMORE,2025-01-07,190000,245000
3064,HIGH BAR LEGACY INC,INVESTORS FINANCIAL TRUST LLC,9110 YVONNE AVE,NOTTINGHAM,2025-01-07,276500,365000
3065,KIRUNA LLC,EQUITY LENDING LLC,9605 8TH AVE,PARKVILLE,2025-01-07,160000,240000
3066,VALENTIN BROTHERS LLC,BOSTON STREET CAPITAL INC,727 KINGSTON RD,MIDDLE RIVER,2025-01-07,166500,172000
3067,9100 BAY AVE LLC,BAY PRIVATE CAPITAL LLC,4105 9TH ST,NORTH BEACH,2025-01-07,425000,334750
3068,TED SMITH VENTURES LLC,NOVA FINANCIAL & INV CORP,1816 BRONZEGATE BLVD # 178,SILVER SPRING,2025-01-07,256000,256000
3069,4218 BROOKFIELD DR LIMITED LIABILITY COMPANY,HARD MONEY BANKERS LLC,4218 BROOKFIELD DR,KENSINGTON,2025-01-07,655000,475000
3070,1910 UNIVERSITY LLC,MONTGOMERY CNTY MD,1910 UNIVERSITY BLVD W,SILVER SPRING,2025-01-07,4050000,3950000
3071,TICHI PROPERTY LLC,KIAVI FUNDING INC,4703 OLD SOPER RD APT 642,SUITLAND,2025-01-07,186000,167400
3072,S & S PLATINUM SERVICES LLC,FORTY TWO HOLDINGS LLC,3301 HUNTLEY SQUARE DR # 3301,TEMPLE HILLS,2025-01-07,110000,88000
3073,FULLHOUSE & ASSOCIATES LLC,KCS LENDING LLC,1510 BROOKE RD,CAPITOL HEIGHTS,2025-01-07,183000,255000
3074,HARRIS FAMILY INVESTMENTS LLC,LINKBANK,28795 OLD VILLAGE RD,MECHANICSVILLE,2025-01-07,750000,600000
3075,MORRIS FAMILY INVESTMENTS LLC,SHORE UNITED BANK NA,10894 OLD CORDOVA RD,EASTON,2025-01-07,200000,233250
3076,CASHANDY PROPERTIES LLC,UNITED EQUITY NETWORK LLC,1200 N LUZERNE AVE,BALTIMORE,2025-01-07,67500,157500
3077,BROADDUS DEVELOPMENT LLC,PIMLICO GROUP LLC,1223 N CENTRAL AVE,BALTIMORE,2025-01-07,16000,130000
3078,BROOKLYN18 LLC,PIMLICO GROUP LLC,313 N GILMOR ST,BALTIMORE,2025-01-07,72500,111000
3079,CHARM ACQUISITIONS LLC,TRIUST LENDING PARTNERS LLC,1927 DRUID HILL AVE,BALTIMORE,2025-01-07,112000,242800
3080,ALDO GLOBAL SERVICES LLC,KIAVI FUNDING INC,752 MELVILLE AVE,BALTIMORE,2025-01-07,153000,172700
3081,CHARM ACQUISITIONS LLC,PIMLICO REFINANCE LLC,3043 SPAULDING AVE,BALTIMORE,2025-01-06,270000,216000
3082,LIONBADGER LLC,RPIP SUB REIT LLC,615 BROACH CT,ANNAPOLIS,2025-01-06,273000,281000
3083,AVAD HOLDINGS LLC,BREEZEBLOCK CAPITAL LLC,512 MEADOW RD,BALTIMORE,2025-01-06,145000,203000
3084,AMERICAN LANDSCAPING LLC,RBK ASSET HOLDINGS LLC,8103 GRAY HAVEN RD,DUNDALK,2025-01-06,140000,182000
3085,DBC CHS 6 LLC,RPIP SUB REIT LLC,7850 EASTDALE RD,BALTIMORE,2025-01-06,122500,155250
3086,GJM ENTERPRISES 2 0 LLC,KAMINSKI STANLEY,4009 SAINT MONICA DR,DUNDALK,2025-01-06,136500,150000
3087,GAR REAL ESTATE INVESTMENT GROUP LLC,CHANTELOUP DANIEL,815 CEDAR CT,LA PLATA,2025-01-06,201000,280000
3088,KGM GROUP LLC,BOSTON STREET CAPITAL INC,748 SHORE DR,JOPPA,2025-01-06,270000,281500
3089,NOEL HOMES LLC,KCS LENDING LLC,303 FARMHOUSE RD,ACCOKEEK,2025-01-06,310000,315000
3090,KEY HOMEBUYERS LLC,VONTIVE INC,9432 TREVINO TER # 76,LAUREL,2025-01-06,207000,222417
3091,MARYLAND DREAM HOMES LLC,MD PRIVATE LENDER LLC,5210 ADDISON RD,CAPITOL HEIGHTS,2025-01-06,220000,300000
3092,DOWNS LEADER LLC,FRITSCHLE GRANT,8331 WHITESVILLE RD,PITTSVILLE,2025-01-06,52000,55075
3093,DERBY HOMES LLC,BELTWAY ASSETS LLC,2828 ELLICOTT DR,BALTIMORE,2025-01-06,78000,130000
3094,TICHI PROPERTY LLC,KIAVI FUNDING INC,5919 ADDISON RD,CAPITOL HEIGHTS,2025-01-05,153000,137700
3095,GREATER BALTIMORE HOMES LLC,JANICE SHAFER TRUST,1223 W OSTEND ST,BALTIMORE,2025-01-03,80500,160000
3096,JORDAN GROUP INVESTMENTS LLC,KIAVI FUNDING INC,1517 MCHENRY ST,BALTIMORE,2025-01-03,115000,128300
3097,CRM LEGACY FUND LLC,COMMERCIAL LENDER LLC,3606 PLATEAU AVE,GWYNN OAK,2025-01-03,300000,272000
3098,FUTURE SERVICES LIMITED LIABILITY COMPANY,COMMERCIAL LENDER LLC,6900 OLD HARFORD RD,PARKVILLE,2025-01-03,143000,114400
3099,BIRDSON HOLIDAY LLC,RPIP SUB REIT LLC,523 E GITTINGS ST,BALTIMORE,2025-01-03,185000,220000
3100,DM RENTALS LLC,BPL MORTGAGE LLC,3718 9TH ST,BROOKLYN,2025-01-03,1457000,131250
3101,VBSK LLC,IFP FUND I LLC,3906 JIGGSY CT,EDGEWATER,2025-01-03,485000,1581300
3102,GREENLIFE SENIOR COMMUNITIES LLC,CFG BANK,CENTRAL AVE,EDGEWATER,2025-01-03,1300000,1391500
3103,CR OF MARYLAND I LLC,UNITED EQUITY NETWORK LLC,7418 REMOOR RD,GWYNN OAK,2025-01-03,261760,200000
3104,SPAR PROPERTIES LLC,LENDINGONE LLC,3727 OFFUTT RD,RANDALLSTOWN,2025-01-03,386000,308800
3105,THINKTANK INVESTMENTS TWO LLC,LYNK INVESTMENTS LLC,9841 SHERWOOD FARM RD,OWINGS MILLS,2025-01-03,360000,288000
3106,FOUR LITTLE BIRDS ESTATE 1 LLC,KIAVI FUNDING INC,1619 HARDWICK RD,TOWSON,2025-01-03,220000,224000
3107,EVEREST HOMES LLC,PIMLICO GROUP LLC,6611 LOCH HILL RD,LOCH HILL,2025-01-03,305000,310000
3108,TERRAPIN HOME BUYERS LLC,UNITED EQUITY NETWORK LLC,528 POTOMAC AVE,ROSEDALE,2025-01-03,135000,210000
3109,GREEN ACQUISITIONS LLC,RPIP SUB REIT LLC,1654 POLES RD,ESSEX,2025-01-03,120000,162000
3110,CUSTOM LIVING CONTRACTING LLC,COMMERCIAL LENDER LLC,6612 JACKS CT,MOUNT AIRY,2025-01-03,280000,355550
3111,MANOR GROUP SERVICES LLC,PIMLICO GROUP LLC,18944 QUAIL VALLEY BLVD,GAITHERSBURG,2025-01-03,420000,365000
3112,HOUSE BUYERS OF AMERICA INC,COMMERCIAL LENDING LLC,9101 GLENVILLE RD,SILVER SPRING,2025-01-03,306000,353000
3113,JACKIES RENTALS LLC,LOAN FUNDER LLC,7123 DONNELL PL # 7123,DISTRICT HEIGHTS,2025-01-03,150000,120000
3114,JCC CONTRACTORS LLC,CLEAR SKY FINANCIAL LLC,8130 SHERIFF RD,HYATTSVILLE,2025-01-03,200000,215000
3115,SPEEDY CONSTRUCTION SERVICES LLC,WCP FUND I LLC,11306 SHERRINGTON CT,UPPER MARLBORO,2025-01-03,342000,260000
3116,SHELTIE INVESTMENTS LLC,WILGUS FINANCIAL LLC,1721 CRESTWOOD CIR,SALISBURY,2025-01-03,169000,220000
3117,GOMEZ CONTRACTOR LLC,AZ PRIVATE MORTGAGE LLC,1626 E BIDDLE ST,BALTIMORE,2025-01-03,175000,200000
3118,WALDEN LLC,MNB HOLDINGS LLC,2403 E BIDDLE ST,BALTIMORE,2025-01-03,35000,131133
3119,BUILD IT BETTER LLC,JLO INVESTMENTS LLC,1218 E FEDERAL ST,BALTIMORE,2025-01-03,63101,140000
3120,CRMD HOMES II LLC,COMMERCIAL LENDER LLC,3029 BELMONT AVE,BALTIMORE,2025-01-03,165000,176250
3121,ROYAL DYNASTY ENTERPRISES LLC,TRIUST LENDING PARTNERS LLC,2836 BOARMAN AVE,BALTIMORE,2025-01-03,85000,100000
3122,WCH I LLC,MADISON TRUST COMPANY,1639 N HILTON ST,BALTIMORE,2025-01-03,30000,55000
3123,EK HOMES HOLDINGS4 LLC,MORTGAGE WAREHOUSE LLC,1431 KITMORE RD,BALTIMORE,2025-01-02,150000,210000
3124,BARRIO ROOTS LLC,EQUITY LENDING LLC,2717 BOOKERT DR,BROOKLYN,2025-01-02,60000,80000
3125,R TAYLOR PROPERTIES LLC,PLATINUM PROP HOLDING LLC,5315 LIBERTY HEIGHTS AVE,GWYNN OAK,2025-01-02,167500,250000
3126,CASHANDY PROPERTIES LLC,UNITED EQUITY NETWORK LLC,3524 ELMLEY AVE,BALTIMORE,2025-01-02,115000,18000
3127,5440 CEDONIA LLC,ZAKS MORDECHAI,5440 CEDONIA AVE,BALTIMORE,2025-01-02,97500,150000
3128,EK HOMES HOLDINGS4 LLC,MORTGAGE WAREHOUSE LLC,3707 RASPE AVE,BALTIMORE,2025-01-02,120000,180000
3129,DGL LAUREL INVESTMENT LLC,NMSI INC,120 BRAGG BLVD,ODENTON,2025-01-02,680000,510000
3130,DEC HOMES LLC,KIAVI FUNDING INC,67 TORQUE WAY,MIDDLE RIVER,2025-01-02,140000,176400
3131,FIRST SPRING GARDEN LLC,ACNB BANK,1134 S MAIN ST,HAMPSTEAD,2025-01-02,300000,240000
3132,LIIF LLC,UNITED WHOLESALE MORTGAGE LLC,2124 BELL TREE LN,WALDORF,2025-01-02,300000,240000
3133,TICHI PROPERTY LLC,KIAVI FUNDING INC,11108 WORCHESTER DR,NEW MARKET,2025-01-02,365000,328500
3134,OLD SCHOOL GROUP LLC,CAPITAL BANK NA,5713 MAGIC MOUNTAIN DR,ROCKVILLE,2025-01-02,1150000,997500
3135,ANSTROM REAL ESTATE LLC,KIAVI FUNDING INC,4205 GARRETT PARK RD,SILVER SPRING,2025-01-02,325000,350700
3136,STATEWIDE REAL ESTATE DISCOUNTERS LLC,W F CHESLEY COMPANIES LLC,5009 53RD PL,HYATTSVILLE,2025-01-02,280000,315000
3137,NOBLEPRIDE GROUP LLC,KIAVI FUNDING INC,3603 40TH PL,BRENTWOOD,2025-01-02,302400,215000
3138,JONAS CORPORATE INVESTMENTS INC,TVC FUNDING VI LLC,4806 MEDORA DR,SUITLAND,2025-01-02,310260,340866
3139,REAL ESTATE UNDERDOGS LIMITED LIABILITY COMPA,NEW RIVER PRIVATE LENDING LLC,21348 BRISTOL AVE,LEXINGTON PARK,2025-01-02,96000,136000
3140,MARYLAND PROPERTY PARTNERS LLC,STEM RICHARD,11807 LINBAR DR,HAGERSTOWN,2025-01-02,200000,270000
3141,JGRENTA LLC,COMMERCIAL LENDER LLC,506 N BELNORD AVE,BALTIMORE,2025-01-02,1038500,118950
3142,CLICKINGLE LLC,RPIP SUB REIT LLC,3429 ELMLEY AVE,BALTIMORE,2025-01-02,45000,105000
3143,SISU LITTLE ITALY LLC,FIRST CITIZENS COMMUNITY BANK,313 S HIGH ST,BALTIMORE,2025-01-02,390000,292500
3144,OMEGA HOME SOLUTIONS LLC,PIMLICO GROUP LLC,1655 N SMALLWOOD ST,BALTIMORE,2025-01-02,105000,95000
3145,STRONG HEART RENTALS LLC,BPL MORTGAGE LLC,2826 RIGGS AVE,BALTIMORE,2025-01-02,120000,96000
3146,RASCOE PROPERTY LLC,CONSTRUCTION FINANCE CO LLC,4132 FALLS RD,BALTIMORE,2025-01-02,135000,180000
3147,STORCH INVESTMENTS LLC,RIVER HOLDINGS LLC,1400 CEDARCROFT RD,BALTIMORE,2024-12-31,170000,190000
3148,REFINED RESIDENTIAL SERVICES III LLC,BALTIMORE INVTR MTG CO LLC,907 REVERDY RD,BALTIMORE,2024-12-31,180000,200000
3149,DERBY HOMES LLC,BELTWAY ASSETS LLC,5013 CHALGROVE AVE,BALTIMORE,2024-12-31,95000,130000
3150,MARKET BUYERS LLC,CHARM CITY PROPERTIES LLC,1614 PLUM ST,CURTIS BAY,2024-12-31,78000,100000
3151,R G RENTALS AND INVESTMENTS LLC,COMMERCIAL LENDER LLC,3426 CLIFTMONT AVE,BALTIMORE,2024-12-31,1641000,187500
3152,IMPERIUM PROPERTIES LLC,HIGHLAND INVESTORS CAPITAL LLC,5218 WILTON HEIGHTS AVE,BALTIMORE,2024-12-31,65000,135000
3153,MILL CREEK RESIDENTIAL LLC,FARMERS & MERCHANTS TRUST CO,8890 SAPPINGTON TER,UNION BRIDGE,2024-12-31,10070000,8625000
3154,EC SUPPLY GROUP LLC,KIAVI FUNDING INC,7845 SPENCER RD,GLEN BURNIE,2024-12-31,420000,441200
3155,ANDY SCHWEIGMAN GROUP LLC,JUST IN TIME FINANCE LLC,7982 TOWER BRIDGE DR,PASADENA,2024-12-31,260000,260000
3156,AMS VENTURES LLC,TRIUST LENDING PARTNERS LLC,1225 PINEY HILL RD,MONKTON,2024-12-31,535000,553000
3157,DOUBLE L INVESTMENTS LLC,UNITED EQUITY NETWORK LLC,814 WARREN RD,COCKEYSVILLE,2024-12-31,145000,310000
3158,DOUBLE L INVESTMENTS LLC,UNITED EQUITY NETWORK LLC,810 WARREN RD,COCKEYSVILLE,2024-12-31,105000,295000
3159,GREEN ACQUISITIONS LLC,RPIP SUB REIT LLC,211 TRAPPE RD,DUNDALK,2024-12-31,150000,171000
3160,HICKORY TREE HOLDINGS LLC,FIRST BANK AND TRUST COMPANY,161 EDGEWATER DR,EARLEVILLE,2024-12-31,780000,624000
3161,702 SEAWALL ROAD LLC,HET AUTOS LLC,2701 MEDE CT,FALLSTON,2024-12-31,385000,525000
3162,OMEGA HOME SOLUTIONS LLC,PIMLICO GROUP LLC,10014 FOREST VIEW PL,MONTGOMERY VILLAGE,2024-12-31,262000,255000
3163,LYNX INVESTMENT LLC,NYMEO FEDERAL CREDIT UNION,10404 BEACON RIDGE DR # 103,BOWIE,2024-12-31,200000,160000
3164,VALU LLC,MAINSTREET BANK,1004 MINNA AVE,CAPITOL HEIGHTS,2024-12-31,310000,232500
3165,ALLENWOOD PROPERTIES LLC,CALVIN B TAYLOR BKNG CO/BERLI,335 CALVIN DR,SALISBURY,2024-12-31,274500,612750
